state_abbr,year,meanStateApprop_byYear,meanTuition_byYear,meanRepayRate_byYear,repay_rate_category,meanRepayRate_byYearStateAndIncome,meanStateApprop_byState,meanTuition_byState,meanStateApprop_byYearAndState,meanTuition_byYearAndState
AK,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_highincome,0.6481703333333333,107309020.83333333,4848,112230259.33333333,5475
AK,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_hilodiff,0.26217666666666667,107309020.83333333,4848,112230259.33333333,5475
AK,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_lowincome,0.3859936666666667,107309020.83333333,4848,112230259.33333333,5475
AK,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_midincome,0.53599,107309020.83333333,4848,112230259.33333333,5475
AK,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_midincome,0.5362093333333333,107309020.83333333,4848,118274318.66666667,5208
AK,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_hilodiff,0.23873566666666665,107309020.83333333,4848,118274318.66666667,5208
AK,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_lowincome,0.39453933333333335,107309020.83333333,4848,118274318.66666667,5208
AK,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_highincome,0.633275,107309020.83333333,4848,118274318.66666667,5208
AK,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_lowincome,0.42605166666666666,107309020.83333333,4848,117768780,5376
AK,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_highincome,0.6545806666666667,107309020.83333333,4848,117768780,5376
AK,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_hilodiff,0.228529,107309020.83333333,4848,117768780,5376
AK,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_midincome,0.5462313333333333,107309020.83333333,4848,117768780,5376
AL,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_hilodiff,0.18032214285714285,77220817.375,6071.392857142857,99802789.35714285,4176.857142857143
AL,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_lowincome,0.5514970714285714,77220817.375,6071.392857142857,99802789.35714285,4176.857142857143
AL,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_midincome,0.6863167857142858,77220817.375,6071.392857142857,99802789.35714285,4176.857142857143
AL,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_highincome,0.7318192142857143,77220817.375,6071.392857142857,99802789.35714285,4176.857142857143
AL,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_lowincome,0.43573321428571427,77220817.375,6071.392857142857,79130883.71428572,4738
AL,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_highincome,0.6752878571428571,77220817.375,6071.392857142857,79130883.71428572,4738
AL,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_midincome,0.5941759285714285,77220817.375,6071.392857142857,79130883.71428572,4738
AL,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_hilodiff,0.23955464285714284,77220817.375,6071.392857142857,79130883.71428572,4738
AL,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_highincome,0.6395665714285714,77220817.375,6071.392857142857,71948590.5,5206.285714285715
AL,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_lowincome,0.35226871428571427,77220817.375,6071.392857142857,71948590.5,5206.285714285715
AL,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_midincome,0.5279579285714285,77220817.375,6071.392857142857,71948590.5,5206.285714285715
AL,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_hilodiff,0.28729785714285716,77220817.375,6071.392857142857,71948590.5,5206.285714285715
AL,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_highincome,0.6000192857142858,77220817.375,6071.392857142857,71523781.85714285,5934.714285714285
AL,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_hilodiff,0.268054,77220817.375,6071.392857142857,71523781.85714285,5934.714285714285
AL,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_lowincome,0.33196528571428574,77220817.375,6071.392857142857,71523781.85714285,5934.714285714285
AL,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_midincome,0.498872,77220817.375,6071.392857142857,71523781.85714285,5934.714285714285
AL,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_lowincome,0.31068557142857145,77220817.375,6071.392857142857,74944514.78571428,6528
AL,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_midincome,0.47002814285714284,77220817.375,6071.392857142857,74944514.78571428,6528
AL,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_highincome,0.5595616428571428,77220817.375,6071.392857142857,74944514.78571428,6528
AL,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_hilodiff,0.24887607142857143,77220817.375,6071.392857142857,74944514.78571428,6528
AL,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_highincome,0.5510294285714286,77220817.375,6071.392857142857,72359106.35714285,6945.142857142857
AL,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_hilodiff,0.2525907142857143,77220817.375,6071.392857142857,72359106.35714285,6945.142857142857
AL,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_lowincome,0.2984387142857143,77220817.375,6071.392857142857,72359106.35714285,6945.142857142857
AL,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_midincome,0.44693214285714283,77220817.375,6071.392857142857,72359106.35714285,6945.142857142857
AL,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_lowincome,0.2999191428571429,77220817.375,6071.392857142857,73777534.14285715,7332
AL,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_highincome,0.5469045,77220817.375,6071.392857142857,73777534.14285715,7332
AL,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_hilodiff,0.24698535714285713,77220817.375,6071.392857142857,73777534.14285715,7332
AL,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_midincome,0.43682835714285717,77220817.375,6071.392857142857,73777534.14285715,7332
AL,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_highincome,0.5477038571428572,77220817.375,6071.392857142857,74279338.28571428,7710.142857142857
AL,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_lowincome,0.31425864285714283,77220817.375,6071.392857142857,74279338.28571428,7710.142857142857
AL,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_hilodiff,0.2334452142857143,77220817.375,6071.392857142857,74279338.28571428,7710.142857142857
AL,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_midincome,0.44246457142857143,77220817.375,6071.392857142857,74279338.28571428,7710.142857142857
AR,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_highincome,0.6264816363636364,52458321.01136363,4801.079545454545,52412614.90909091,4145.181818181818
AR,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_hilodiff,0.07090909090909091,52458321.01136363,4801.079545454545,52412614.90909091,4145.181818181818
AR,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_lowincome,0.5555725454545455,52458321.01136363,4801.079545454545,52412614.90909091,4145.181818181818
AR,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_midincome,0.6410911818181818,52458321.01136363,4801.079545454545,52412614.90909091,4145.181818181818
AR,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_midincome,0.6608342727272727,52458321.01136363,4801.079545454545,51717134.63636363,4382.727272727273
AR,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_hilodiff,0.14908145454545454,52458321.01136363,4801.079545454545,51717134.63636363,4382.727272727273
AR,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_lowincome,0.5652143636363637,52458321.01136363,4801.079545454545,51717134.63636363,4382.727272727273
AR,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_highincome,0.7142958181818182,52458321.01136363,4801.079545454545,51717134.63636363,4382.727272727273
AR,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_midincome,0.6475994,52458321.01136363,4801.079545454545,52658890.72727273,4487
AR,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_hilodiff,0.2164851,52458321.01136363,4801.079545454545,52658890.72727273,4487
AR,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_lowincome,0.5494236363636363,52458321.01136363,4801.079545454545,52658890.72727273,4487
AR,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_highincome,0.7419732,52458321.01136363,4801.079545454545,52658890.72727273,4487
AR,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_highincome,0.7249057272727273,52458321.01136363,4801.079545454545,52343203.09090909,4674.363636363636
AR,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_hilodiff,0.19352436363636363,52458321.01136363,4801.079545454545,52343203.09090909,4674.363636363636
AR,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_lowincome,0.5313813636363637,52458321.01136363,4801.079545454545,52343203.09090909,4674.363636363636
AR,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_midincome,0.6386585454545455,52458321.01136363,4801.079545454545,52343203.09090909,4674.363636363636
AR,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_midincome,0.615454909090909,52458321.01136363,4801.079545454545,52358133.81818182,4911.909090909091
AR,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_lowincome,0.5141853636363636,52458321.01136363,4801.079545454545,52358133.81818182,4911.909090909091
AR,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_hilodiff,0.1787088181818182,52458321.01136363,4801.079545454545,52358133.81818182,4911.909090909091
AR,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_highincome,0.6928941818181819,52458321.01136363,4801.079545454545,52358133.81818182,4911.909090909091
AR,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_highincome,0.694802,52458321.01136363,4801.079545454545,52685805.18181818,5030.545454545455
AR,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_hilodiff,0.19964281818181817,52458321.01136363,4801.079545454545,52685805.18181818,5030.545454545455
AR,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_midincome,0.6004131818181818,52458321.01136363,4801.079545454545,52685805.18181818,5030.545454545455
AR,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_lowincome,0.4951591818181818,52458321.01136363,4801.079545454545,52685805.18181818,5030.545454545455
AR,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_hilodiff,0.21307427272727272,52458321.01136363,4801.079545454545,54306629.54545455,5227.181818181818
AR,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_highincome,0.7027267272727272,52458321.01136363,4801.079545454545,54306629.54545455,5227.181818181818
AR,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_lowincome,0.48965245454545453,52458321.01136363,4801.079545454545,54306629.54545455,5227.181818181818
AR,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_midincome,0.6105114545454545,52458321.01136363,4801.079545454545,54306629.54545455,5227.181818181818
AR,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_hilodiff,0.19294372727272727,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AR,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_midincome,0.635222,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AR,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_highincome,0.7059824545454545,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AR,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_lowincome,0.5130387272727273,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AZ,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_highincome,0.812922,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_hilodiff,0.15760866666666667,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_lowincome,0.6553133333333333,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_midincome,0.7326155,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_lowincome,0.572245,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_highincome,0.7694276666666666,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_midincome,0.6831119999999999,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_hilodiff,0.19718266666666667,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_midincome,0.6367116666666667,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_hilodiff,0.21326633333333334,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_highincome,0.7231073333333333,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_lowincome,0.509841,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_highincome,0.687701,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_midincome,0.5986016666666667,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_hilodiff,0.20263033333333333,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_lowincome,0.48507066666666665,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_midincome,0.570797,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_lowincome,0.470252,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_hilodiff,0.19724866666666666,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_highincome,0.6675006666666666,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_midincome,0.5451306666666667,271641719.6666667,7487.171428571429,224380904,9091
AZ,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_highincome,0.6539666666666667,271641719.6666667,7487.171428571429,224380904,9091
AZ,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_lowincome,0.4537056666666667,271641719.6666667,7487.171428571429,224380904,9091
AZ,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_hilodiff,0.200261,271641719.6666667,7487.171428571429,224380904,9091
AZ,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_highincome,0.6323531428571428,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_hilodiff,0.18567514285714287,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_lowincome,0.446678,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_midincome,0.5303695714285714,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_highincome,0.6526577142857143,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
AZ,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_hilodiff,0.19418328571428572,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
AZ,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_midincome,0.5484527142857143,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
AZ,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_lowincome,0.4584744285714286,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
CA,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_lowincome,0.74772484375,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_highincome,0.8197584333333333,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_midincome,0.7987972,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_hilodiff,0.07993263333333334,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_midincome,0.74465,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_hilodiff,0.11661416129032258,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_highincome,0.7950029677419355,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_lowincome,0.683004375,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_highincome,0.755393935483871,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_lowincome,0.62935228125,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_hilodiff,0.13033674193548386,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_midincome,0.7061172580645161,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_highincome,0.7102117878787879,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_lowincome,0.5849061212121213,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_midincome,0.6657090606060606,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_hilodiff,0.12530566666666668,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_hilodiff,0.1252350303030303,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_highincome,0.686805696969697,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_lowincome,0.5615706666666667,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2011,72368615.25370675,5851.360856269113,0.4829237395915161,repay_rate_midincome,0.6384983333333333,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_lowincome,0.5516563333333333,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_hilodiff,0.1319338787878788,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_highincome,0.6835902121212121,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2012,72138635.56953642,6120.6312594840665,0.4693932381874516,repay_rate_midincome,0.6371853939393939,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_highincome,0.6897706363636363,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_midincome,0.6436816060606061,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_hilodiff,0.12882730303030304,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2013,76838763.23606557,6327.695454545455,0.4631506869699306,repay_rate_lowincome,0.5609433333333333,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_hilodiff,0.1215418125,143018195.7559055,4125.183908045977,148129135.0625,7088.625
CA,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_lowincome,0.58272421875,143018195.7559055,4125.183908045977,148129135.0625,7088.625
CA,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_highincome,0.70426603125,143018195.7559055,4125.183908045977,148129135.0625,7088.625
CA,2014,77805035.5120773,6465.671641791045,0.4628234650986343,repay_rate_midincome,0.66099715625,143018195.7559055,4125.183908045977,148129135.0625,7088.625
CO,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_highincome,0.7992945,7434188.043478261,5572.679611650486,5880672.5,4239.75
CO,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_lowincome,0.6865935,7434188.043478261,5572.679611650486,5880672.5,4239.75
CO,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_hilodiff,0.112701,7434188.043478261,5572.679611650486,5880672.5,4239.75
CO,2007,87809339.5775862,4407.140575079872,0.5805351814688301,repay_rate_midincome,0.7599475833333333,7434188.043478261,5572.679611650486,5880672.5,4239.75
CO,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_hilodiff,0.17213166666666668,7434188.043478261,5572.679611650486,11373650,4615.75
CO,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_highincome,0.770876,7434188.043478261,5572.679611650486,11373650,4615.75
CO,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_lowincome,0.5987443333333333,7434188.043478261,5572.679611650486,11373650,4615.75
CO,2008,83696878.17900172,4647.194888178914,0.5481490175213676,repay_rate_midincome,0.7100908333333333,7434188.043478261,5572.679611650486,11373650,4615.75
CO,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_highincome,0.7337896666666667,7434188.043478261,5572.679611650486,11725000,4901.166666666667
CO,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_midincome,0.67433775,7434188.043478261,5572.679611650486,11725000,4901.166666666667
CO,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_lowincome,0.5480680833333333,7434188.043478261,5572.679611650486,11725000,4901.166666666667
CO,2009,77839416.36060101,5002.924031007752,0.5205521902040816,repay_rate_hilodiff,0.18572158333333333,7434188.043478261,5572.679611650486,11725000,4901.166666666667
CO,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_highincome,0.6907639999999999,7434188.043478261,5572.679611650486,10687163.5,5148.25
CO,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_lowincome,0.5066755833333333,7434188.043478261,5572.679611650486,10687163.5,5148.25
CO,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_midincome,0.6227794166666667,7434188.043478261,5572.679611650486,10687163.5,5148.25
CO,2010,77719794.94224423,5275.549770290965,0.49959436894360604,repay_rate_hilodiff,0.18408841666666667,7434188.043478261,5572.679611650486,10687163.5,5148.25
